feed_publisher_name,feed_publisher_url,feed_lang,feed_start_date,feed_end_date,feed_version
Strategic Mapping Inc.,http://www.mapstrat.com,en,20230410,20230916,78a280fe-7947-472d-b767-88f4a2c51f38
